Latitude,Longitude,Crash Death Count,Crash Month,Crash Possible Injury Count,Crash Severity,Crash Suspected Serious Injury Count,Crash Time,Crash Total Injury Count,Crash Year,Day of Week,Manner of Collision,Street Name,Street Number,Surface Condition,Surface Type,Surface Width,Weather Condition,Person Age,Person Death Count,Person Ethnicity,Person Total Injury Count,Person Type,Physical Location of An Occupant,Crash ID,Crash Date
29.7489548,-95.36992309,0,10,0,B - SUSPECTED MINOR INJURY,0,707,1,2018,TUESDAY,ONE MOTOR VEHICLE - TURNING RIGHT,PIERCE ST,1099,1 - DRY,No Data,No Data,1 - CLEAR,51,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16655971,10/2/2018
29.7489548,-95.36992309,0,10,0,B - SUSPECTED MINOR INJURY,0,707,1,2018,TUESDAY,ONE MOTOR VEHICLE - TURNING RIGHT,PIERCE ST,1099,1 - DRY,No Data,No Data,1 - CLEAR,50,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16655971,10/2/2018
29.70734482,-95.48473306,0,10,0,B - SUSPECTED MINOR INJURY,0,1750,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,RENWICK DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,67,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16658327,10/2/2018
29.70734482,-95.48473306,0,10,0,B - SUSPECTED MINOR INJURY,0,1750,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,RENWICK DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,23,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16658327,10/2/2018
No Data,No Data,0,10,1,C - POSSIBLE INJURY,0,2115,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,E GALVESTON RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,55,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16663808,10/2/2018
No Data,No Data,0,10,1,C - POSSIBLE INJURY,0,2115,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,E GALVESTON RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,9,0,I - AMER. INDIAN/ALASKAN NATIVE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16663808,10/2/2018
29.7496848,-95.36938309,0,10,1,C - POSSIBLE INJURY,0,659,1,2018,WEDNESDAY,ONE MOTOR VEHICLE - TURNING LEFT,FANNIN ST,1899,1 - DRY,No Data,No Data,1 - CLEAR,24,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16663597,10/3/2018
29.7496848,-95.36938309,0,10,1,C - POSSIBLE INJURY,0,659,1,2018,WEDNESDAY,ONE MOTOR VEHICLE - TURNING LEFT,FANNIN ST,1899,1 - DRY,No Data,No Data,1 - CLEAR,29,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16663597,10/3/2018
No Data,No Data,0,10,0,N - NOT INJURED,0,1511,0,2018,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,MILLSTREAM LN,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,34,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16667442,10/3/2018
No Data,No Data,0,10,0,N - NOT INJURED,0,1511,0,2018,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,MILLSTREAM LN,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,40,0,H - HISPANIC,0,2 - PASSENGER/OCCUPANT,3 - FRONT RIGHT,16667442,10/3/2018
No Data,No Data,0,10,0,N - NOT INJURED,0,1511,0,2018,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,MILLSTREAM LN,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,34,0,B - BLACK,0,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16667442,10/3/2018
29.74067967,-95.46420569,0,10,0,B - SUSPECTED MINOR INJURY,0,840,1,2018,THURSDAY,ONE MOTOR VEHICLE - TURNING LEFT,FM1093,5100,1 - DRY,No Data,100,1 - CLEAR,32,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16660418,10/4/2018
29.74067967,-95.46420569,0,10,0,B - SUSPECTED MINOR INJURY,0,840,1,2018,THURSDAY,ONE MOTOR VEHICLE - TURNING LEFT,FM1093,5100,1 - DRY,No Data,100,1 - CLEAR,29,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16660418,10/4/2018
29.68798482,-95.57463304,0,10,1,C - POSSIBLE INJURY,0,700,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,BEECHNUT ST,11199,1 - DRY,No Data,No Data,1 - CLEAR,No Data,0,99 - UNKNOWN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16661542,10/4/2018
29.68798482,-95.57463304,0,10,1,C - POSSIBLE INJURY,0,700,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,BEECHNUT ST,11199,1 - DRY,No Data,No Data,1 - CLEAR,17,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16661542,10/4/2018
29.701784,-95.35835026,0,10,0,B - SUSPECTED MINOR INJURY,0,800,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,SCOTTCREST DR,5990,1 - DRY,No Data,No Data,1 - CLEAR,No Data,0,99 - UNKNOWN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16663524,10/4/2018
29.701784,-95.35835026,0,10,0,B - SUSPECTED MINOR INJURY,0,800,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,SCOTTCREST DR,5990,1 - DRY,No Data,No Data,1 - CLEAR,21,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16663524,10/4/2018
No Data,No Data,0,10,0,B - SUSPECTED MINOR INJURY,0,1727,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,WILL CLAYTON PKWY,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,30,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16664683,10/4/2018
No Data,No Data,0,10,0,B - SUSPECTED MINOR INJURY,0,1727,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,WILL CLAYTON PKWY,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,18,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16664683,10/4/2018
No Data,No Data,0,10,0,B - SUSPECTED MINOR INJURY,0,800,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,W HOLCOMBE BLVD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,49,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16668239,10/4/2018
No Data,No Data,0,10,0,B - SUSPECTED MINOR INJURY,0,800,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,W HOLCOMBE BLVD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,63,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16668239,10/4/2018
No Data,No Data,0,10,0,B - SUSPECTED MINOR INJURY,0,1145,1,2018,THURSDAY,ONE MOTOR VEHICLE - BACKING,JENSEN DR,NO DATA,99 - UNKNOWN,No Data,No Data,2 - CLOUDY,99,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16669086,10/4/2018
No Data,No Data,0,10,0,B - SUSPECTED MINOR INJURY,0,1145,1,2018,THURSDAY,ONE MOTOR VEHICLE - BACKING,JENSEN DR,NO DATA,99 - UNKNOWN,No Data,No Data,2 - CLOUDY,45,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16669086,10/4/2018
29.71849469,-95.33785362,0,10,2,C - POSSIBLE INJURY,0,1735,2,2018,THURSDAY,ONE MOTOR VEHICLE - TURNING LEFT,UNIVERSITY DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,19,0,98 - OTHER,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16669105,10/4/2018
29.71849469,-95.33785362,0,10,2,C - POSSIBLE INJURY,0,1735,2,2018,THURSDAY,ONE MOTOR VEHICLE - TURNING LEFT,UNIVERSITY DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,20,0,A - ASIAN,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16669105,10/4/2018
29.71849469,-95.33785362,0,10,2,C - POSSIBLE INJURY,0,1735,2,2018,THURSDAY,ONE MOTOR VEHICLE - TURNING LEFT,UNIVERSITY DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,22,0,A - ASIAN,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16669105,10/4/2018
No Data,No Data,0,10,1,C - POSSIBLE INJURY,0,1720,1,2018,THURSDAY,ONE MOTOR VEHICLE - BACKING,S WAYSIDE,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,21,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16679286,10/4/2018
No Data,No Data,0,10,1,C - POSSIBLE INJURY,0,1720,1,2018,THURSDAY,ONE MOTOR VEHICLE - BACKING,S WAYSIDE,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,61,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16679286,10/4/2018
29.75580481,-95.63580302,0,10,0,B - SUSPECTED MINOR INJURY,0,1610,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,BRIAR HOME DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,17,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16685246,10/4/2018
29.75580481,-95.63580302,0,10,0,B - SUSPECTED MINOR INJURY,0,1610,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,BRIAR HOME DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,17,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16685246,10/4/2018
No Data,No Data,0,10,1,C - POSSIBLE INJURY,0,1430,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,WINDFERN RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,31,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16689302,10/4/2018
No Data,No Data,0,10,1,C - POSSIBLE INJURY,0,1430,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,WINDFERN RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,59,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16689302,10/4/2018
No Data,No Data,0,10,1,C - POSSIBLE INJURY,0,1140,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,US0290,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,55,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16704487,10/4/2018
No Data,No Data,0,10,1,C - POSSIBLE INJURY,0,1140,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,US0290,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,34,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16704487,10/4/2018
29.83192216,-95.57027902,0,10,3,B - SUSPECTED MINOR INJURY,0,610,5,2018,FRIDAY,OPPOSITE DIRECTION - BOTH GOING STRAIGHT,CLAY RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,30,0,B - BLACK,1,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16663462,10/5/2018
29.83192216,-95.57027902,0,10,3,B - SUSPECTED MINOR INJURY,0,610,5,2018,FRIDAY,OPPOSITE DIRECTION - BOTH GOING STRAIGHT,CLAY RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,38,0,H - HISPANIC,1,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16663462,10/5/2018
29.83192216,-95.57027902,0,10,3,B - SUSPECTED MINOR INJURY,0,610,5,2018,FRIDAY,OPPOSITE DIRECTION - BOTH GOING STRAIGHT,CLAY RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,3,0,H - HISPANIC,1,2 - PASSENGER/OCCUPANT,5 - SECOND SEAT CENTER,16663462,10/5/2018
29.83192216,-95.57027902,0,10,3,B - SUSPECTED MINOR INJURY,0,610,5,2018,FRIDAY,OPPOSITE DIRECTION - BOTH GOING STRAIGHT,CLAY RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,25,0,H - HISPANIC,1,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16663462,10/5/2018
29.83192216,-95.57027902,0,10,3,B - SUSPECTED MINOR INJURY,0,610,5,2018,FRIDAY,OPPOSITE DIRECTION - BOTH GOING STRAIGHT,CLAY RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,17,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16663462,10/5/2018
29.93916149,-95.42816445,0,10,0,A - SUSPECTED SERIOUS INJURY,1,600,1,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,N SAM HOUSTON PKWY W,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,No Data,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16684771,10/5/2018
29.93916149,-95.42816445,0,10,0,A - SUSPECTED SERIOUS INJURY,1,600,1,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,N SAM HOUSTON PKWY W,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,35,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16684771,10/5/2018
29.72576481,-95.38955309,0,10,0,A - SUSPECTED SERIOUS INJURY,1,935,1,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,MAIN ST,5599,1 - DRY,No Data,No Data,1 - CLEAR,61,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16692050,10/5/2018
29.72576481,-95.38955309,0,10,0,A - SUSPECTED SERIOUS INJURY,1,935,1,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,MAIN ST,5599,1 - DRY,No Data,No Data,1 - CLEAR,75,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16692050,10/5/2018
29.7252715,-95.38880812,0,10,0,B - SUSPECTED MINOR INJURY,0,1624,1,2018,FRIDAY,ONE MOTOR VEHICLE - TURNING LEFT,BINZ ST,1096,1 - DRY,No Data,No Data,1 - CLEAR,71,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16701748,10/5/2018
29.7252715,-95.38880812,0,10,0,B - SUSPECTED MINOR INJURY,0,1624,1,2018,FRIDAY,ONE MOTOR VEHICLE - TURNING LEFT,BINZ ST,1096,1 - DRY,No Data,No Data,1 - CLEAR,28,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16701748,10/5/2018
No Data,No Data,0,10,1,C - POSSIBLE INJURY,0,2117,1,2018,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,RICHMOND AVE,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,47,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16664210,10/6/2018
No Data,No Data,0,10,1,C - POSSIBLE INJURY,0,2117,1,2018,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,RICHMOND AVE,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,25,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16664210,10/6/2018
29.7429948,-95.35823309,0,10,1,C - POSSIBLE INJURY,0,1704,1,2018,SATURDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,DOWLING ST,1899,1 - DRY,No Data,No Data,1 - CLEAR,66,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16664824,10/6/2018
29.7429948,-95.35823309,0,10,1,C - POSSIBLE INJURY,0,1704,1,2018,SATURDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,DOWLING ST,1899,1 - DRY,No Data,No Data,1 - CLEAR,10,0,B - BLACK,0,2 - PASSENGER/OCCUPANT,3 - FRONT RIGHT,16664824,10/6/2018
29.7429948,-95.35823309,0,10,1,C - POSSIBLE INJURY,0,1704,1,2018,SATURDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,DOWLING ST,1899,1 - DRY,No Data,No Data,1 - CLEAR,20,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16664824,10/6/2018
29.7429948,-95.35823309,0,10,1,C - POSSIBLE INJURY,0,1704,1,2018,SATURDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,DOWLING ST,1899,1 - DRY,No Data,No Data,1 - CLEAR,21,0,B - BLACK,0,2 - PASSENGER/OCCUPANT,3 - FRONT RIGHT,16664824,10/6/2018
29.7429948,-95.35823309,0,10,1,C - POSSIBLE INJURY,0,1704,1,2018,SATURDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,DOWLING ST,1899,1 - DRY,No Data,No Data,1 - CLEAR,66,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16664824,10/6/2018
29.77579396,-95.21823198,0,10,0,A - SUSPECTED SERIOUS INJURY,1,2201,1,2018,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FM0526,849,2 - WET,No Data,64,2 - CLOUDY,No Data,0,99 - UNKNOWN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16691950,10/6/2018
29.77579396,-95.21823198,0,10,0,A - SUSPECTED SERIOUS INJURY,1,2201,1,2018,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FM0526,849,2 - WET,No Data,64,2 - CLOUDY,20,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16691950,10/6/2018
29.67853038,-95.60272151,0,10,1,C - POSSIBLE INJURY,0,1938,1,2018,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,S DAIRY ASHFORD RD,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,54,0,A - ASIAN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16675536,10/7/2018
29.67853038,-95.60272151,0,10,1,C - POSSIBLE INJURY,0,1938,1,2018,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,S DAIRY ASHFORD RD,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,32,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16675536,10/7/2018
No Data,No Data,0,10,0,B - SUSPECTED MINOR INJURY,0,1320,1,2018,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,SAGE RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,29,0,A - ASIAN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16676792,10/7/2018
No Data,No Data,0,10,0,B - SUSPECTED MINOR INJURY,0,1320,1,2018,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,SAGE RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,2,0,A - ASIAN,0,2 - PASSENGER/OCCUPANT,6 - SECOND SEAT RIGHT,16676792,10/7/2018
No Data,No Data,0,10,0,B - SUSPECTED MINOR INJURY,0,1320,1,2018,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,SAGE RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,32,0,A - ASIAN,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16676792,10/7/2018
29.84644658,-95.34292309,0,10,1,C - POSSIBLE INJURY,0,1945,1,2018,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,JENSEN DR,9322,1 - DRY,No Data,No Data,1 - CLEAR,61,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16682933,10/7/2018
29.84644658,-95.34292309,0,10,1,C - POSSIBLE INJURY,0,1945,1,2018,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,JENSEN DR,9322,1 - DRY,No Data,No Data,1 - CLEAR,66,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16682933,10/7/2018
No Data,No Data,0,10,0,B - SUSPECTED MINOR INJURY,0,900,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,ELM ST,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,55,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16668221,10/9/2018
No Data,No Data,0,10,0,B - SUSPECTED MINOR INJURY,0,900,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,ELM ST,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,26,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16668221,10/9/2018
29.66408483,-95.58677304,1,10,0,K - FATAL INJURY,0,658,0,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,S KIRKWOOD RD,10307,1 - DRY,No Data,No Data,1 - CLEAR,56,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16669659,10/9/2018
29.66408483,-95.58677304,1,10,0,K - FATAL INJURY,0,658,0,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,S KIRKWOOD RD,10307,1 - DRY,No Data,No Data,1 - CLEAR,78,1,W - WHITE,0,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16669659,10/9/2018
29.83092408,-95.41071681,0,10,0,B - SUSPECTED MINOR INJURY,0,1950,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,SS0261,4600,1 - DRY,No Data,120,1 - CLEAR,51,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16672761,10/9/2018
29.83092408,-95.41071681,0,10,0,B - SUSPECTED MINOR INJURY,0,1950,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,SS0261,4600,1 - DRY,No Data,120,1 - CLEAR,62,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16672761,10/9/2018
29.71635188,-95.48490712,0,10,0,A - SUSPECTED SERIOUS INJURY,1,1631,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,GULFTON DR,5903,1 - DRY,No Data,No Data,1 - CLEAR,21,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16673440,10/9/2018
29.71635188,-95.48490712,0,10,0,A - SUSPECTED SERIOUS INJURY,1,1631,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,GULFTON DR,5903,1 - DRY,No Data,No Data,1 - CLEAR,11,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16673440,10/9/2018
29.60571001,-95.46485307,0,10,1,C - POSSIBLE INJURY,0,1640,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,S POST OAK RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,No Data,0,99 - UNKNOWN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16689136,10/9/2018
29.60571001,-95.46485307,0,10,1,C - POSSIBLE INJURY,0,1640,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,S POST OAK RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,1,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16689136,10/9/2018
29.60571001,-95.46485307,0,10,1,C - POSSIBLE INJURY,0,1640,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,S POST OAK RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,30,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16689136,10/9/2018
No Data,No Data,0,10,0,A - SUSPECTED SERIOUS INJURY,1,2103,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,CALHOUN RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,51,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16703591,10/9/2018
No Data,No Data,0,10,0,A - SUSPECTED SERIOUS INJURY,1,2103,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,CALHOUN RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,53,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16703591,10/9/2018
